Age,Salary,Experience,Education_Level,Job_Satisfaction,Department,Work_Life_Balance,Annual_Bonus,Commute_Time,Work_Hours_Per_Week,Promotions_Last_5_Years,Training_Hours_Last_Year,Overtime_Hours_Per_Week,Performance_Score
20,33900.08,31,Master,1,Engineering,5,3827.8,9,29,0,83,11,48.46
34,43567.28,15,Bachelor,5,Finance,2,3161.15,42,46,1,75,7,36.33
50,56237.55,48,Master,4,Operations,3,4489.29,48,44,4,12,16,64.99
65,59003.19,8,PhD,4,Finance,4,4974.69,108,29,0,66,16,45.24
29,64368.98,6,Master,5,Engineering,3,2321.81,29,58,0,26,10,40.76
68,77114.13,28,Master,1,Finance,1,6040.11,86,51,4,17,8,57.02
39,57592.36,4,Associate,3,Engineering,1,6679.45,92,53,3,48,16,46.68
39,34159.54,30,Master,3,HR,3,2501.39,19,42,3,33,15,38.28
63,46145.82,43,Associate,2,HR,2,6797.81,76,52,1,51,18,69.28
47,54617.49,17,Bachelor,2,Engineering,2,2666.11,81,51,0,74,2,39.54
55,81023.39,34,Associate,1,Engineering,2,3542.36,43,41,3,75,19,51.21
55,29032.92,6,Bachelor,4,Marketing,3,5054.16,52,41,0,83,12,24.9
62,68038.65,36,Master,1,Sales,1,5193.71,56,42,3,70,11,40.96
68,52698.72,35,Bachelor,5,Sales,1,7708.41,64,38,4,45,18,53.64
25,62567.46,39,PhD,3,Operations,4,6267.74,93,42,4,79,2,55.62
44,48470.08,39,Master,2,Finance,1,5552.93,27,41,3,82,4,47.87
44,37363.51,16,Associate,1,Finance,1,3657.87,73,49,4,77,4,58.1
51,61263.09,2,High School,1,Engineering,5,4001.42,56,38,0,54,12,35.77
38,59816.47,8,Master,5,Operations,1,3077.82,90,41,4,27,12,31.52
47,64580.85,15,PhD,4,Engineering,3,4043.09,115,20,1,35,14,45.71
50,49800.43,27,Bachelor,4,Sales,2,8451.04,26,53,3,40,11,63.89
45,41002.67,16,Associate,3,Operations,3,4776.19,29,45,1,62,4,26.68
64,26618.2,1,Associate,2,Operations,2,5364.23,59,23,4,6,19,29.12
50,62290.6,10,PhD,4,Finance,2,4119.33,115,31,3,49,3,38.83
22,56358.34,7,PhD,4,Sales,4,3127.45,68,47,3,62,12,37.41
65,35513.26,48,Master,4,HR,1,5294.91,69,56,0,60,15,73.19
36,41921.39,10,High School,1,Sales,4,5298.72,8,22,0,72,17,23.25
21,42998.62,12,High School,4,Sales,2,7321.21,56,47,4,33,1,28.89
52,27755.23,17,Bachelor,5,Engineering,5,4020.89,36,48,0,87,9,43.55
66,37734.76,45,Associate,3,Finance,5,4120.69,57,39,0,80,7,51.2
34,32992.54,12,Master,4,HR,4,3449.9,30,21,1,60,17,12.16
61,43812.81,15,Associate,2,Sales,4,5440.83,104,56,1,30,17,53.97
45,38919.54,46,Master,1,Sales,1,7143.22,83,20,1,14,19,50.86
47,25594.93,32,PhD,5,Engineering,4,7066.86,39,55,4,27,15,71.16
46,80338.85,32,Bachelor,3,Operations,4,8428.33,106,37,3,43,14,39.59
63,68788.11,26,PhD,1,Marketing,3,2465.6,95,28,2,14,15,47.46
23,38314.71,14,Associate,5,Finance,4,5664.16,18,56,4,80,4,34.96
52,54086.32,26,Bachelor,1,Finance,4,5895.44,38,44,3,23,2,45.24
58,56261.98,5,Master,3,Finance,3,2047.67,64,38,0,76,14,29.79
54,67866.29,38,Master,3,Sales,2,6919.15,29,44,4,41,8,54.28
41,37720.92,46,Bachelor,4,Sales,2,417.25,58,34,3,62,1,63.84
46,66381.6,4,PhD,2,Sales,3,4515.67,31,45,4,20,12,30.39
66,41781.42,28,Bachelor,4,Operations,1,1698.13,25,39,0,24,9,54.55
63,29962.06,1,PhD,1,Marketing,4,11037.95,52,22,0,18,9,22.94
48,60862.05,13,Bachelor,4,Sales,1,4770.83,39,44,4,2,15,24.97
52,69361.38,43,PhD,3,Finance,5,6899.7,56,40,4,45,3,52.64
50,88818.63,3,High School,3,Operations,1,5053.23,74,53,2,23,3,57.54
69,32004.12,49,Bachelor,3,Finance,4,3585.01,103,57,1,20,14,60.74
38,60483.8,25,PhD,4,Engineering,2,7214.35,30,43,3,0,17,32.74
49,43852.98,42,Associate,5,Marketing,4,4933.25,19,44,0,49,13,45.74
40,61750.38,16,Associate,4,HR,4,2634.58,9,20,0,30,15,47.07
50,27942.66,21,Bachelor,4,Sales,4,3733.99,94,48,3,6,14,56.85
20,31058.45,13,Bachelor,4,HR,1,2992.87,37,51,4,31,18,40.34
35,38361.88,44,Master,4,Sales,2,4821.45,29,20,2,42,2,55.24
42,51184.46,36,PhD,3,Marketing,2,4438.18,85,54,3,99,9,62.37
59,40383.78,8,Bachelor,2,Marketing,1,4585.61,56,35,4,66,13,35.32
48,59885.82,44,Associate,4,Finance,1,5952.86,48,51,0,59,2,53.3
20,65403.42,19,Associate,4,Marketing,1,10364.74,24,34,4,64,17,40.39
57,58993.66,47,Associate,2,Operations,5,5147.75,110,24,1,11,19,51.91
63,74281.81,16,PhD,4,Operations,5,3370.32,60,29,2,9,1,30.63
41,56237.4,12,High School,2,HR,4,9530.69,70,41,1,70,19,40.44
67,31746.55,20,Bachelor,3,HR,5,7953.91,12,27,1,24,18,38.61
49,70450.65,18,High School,5,Marketing,1,6100.9,87,34,4,90,17,49.51
64,40922.66,12,PhD,4,HR,1,5274.6,68,39,4,90,0,32.42
39,63656.28,48,Bachelor,5,Operations,1,5790.52,33,44,3,60,14,60.28
40,73606.01,25,Master,4,Sales,2,315.43,52,31,0,69,1,39.7
19,56850.32,11,Bachelor,1,Engineering,2,1805.9,23,45,2,83,15,31.53
44,27557.62,22,Bachelor,1,Operations,5,6747.95,13,23,1,48,16,36.68
59,36226.82,46,Bachelor,3,Finance,3,7887.54,76,45,4,21,13,57.68
19,69841.17,34,Bachelor,5,Engineering,3,1386.07,117,29,0,25,13,40.61
43,47463.16,13,Bachelor,5,HR,1,3246.84,19,34,3,31,18,37.11
34,51193.6,46,PhD,2,Finance,2,3670.96,102,24,4,86,0,44.85
57,61382.37,38,Bachelor,2,Engineering,4,3124.87,72,51,3,64,4,69.26
50,60444.84,12,PhD,4,Engineering,5,5608.63,67,51,4,99,9,29.27
26,54182,39,Bachelor,2,HR,2,6489.84,95,41,2,20,1,50.27
60,46869.97,36,Bachelor,2,Finance,1,2961.87,42,41,1,77,8,55.31
65,45309.97,28,PhD,5,Operations,1,2159.51,51,31,3,18,18,52.42
56,62868.48,27,Bachelor,1,Operations,3,2649.63,17,30,3,24,4,48.82
46,58303.54,39,Associate,5,Finance,1,4092.74,100,43,3,8,4,58.3
59,46140.5,13,Bachelor,2,Engineering,1,8176.74,103,35,4,40,13,35.05
43,66231.68,43,Master,4,Finance,4,5133.6,116,35,3,28,2,43.08
52,48064.49,40,PhD,1,Operations,5,8857.85,50,20,4,46,13,49.02
67,37225.07,27,Bachelor,2,Finance,4,6584.78,40,42,4,65,4,65.86
42,38615.44,31,Bachelor,2,Sales,3,3748.46,14,47,2,94,7,45.53
41,35318.89,2,PhD,4,HR,2,5270.64,59,51,4,30,7,24.87
30,45913.85,18,High School,4,Operations,3,3950.1,27,55,0,13,5,48.81
24,68505.86,26,Associate,2,HR,1,2811.54,27,56,3,22,1,34.86
53,37923.57,42,Associate,2,Sales,5,4385.02,72,22,1,94,5,49.43
62,52827.14,31,Bachelor,5,Engineering,1,6582.02,48,32,3,37,6,38.18
37,40149.66,38,PhD,3,Marketing,5,3846.51,9,47,0,79,10,47.12
18,46095.36,22,Master,4,Operations,5,4524.53,8,47,4,7,4,36.28
25,27349.38,36,Bachelor,4,Engineering,5,3818.02,34,43,2,75,9,40.84
63,46691.93,19,Associate,5,Sales,2,7702.79,109,32,4,0,19,44.73
33,47094.42,14,Bachelor,1,Finance,3,4640.68,56,43,2,59,14,37.8
31,58104.32,14,PhD,1,Sales,2,4359.34,101,24,1,39,6,21.49
29,53349.21,29,Master,1,HR,2,4406.67,116,36,3,13,5,32.7
68,32024.12,17,High School,4,Finance,2,5654.94,108,31,4,91,6,54.83
40,66262.97,37,Master,3,Engineering,4,5174.59,17,37,2,64,3,43.93
32,53154.55,9,Bachelor,3,Finance,4,6925.09,22,52,2,85,14,38.76
45,52975.9,1,Associate,5,HR,4,4233.41,36,50,0,27,17,21.48
51,49862.26,4,PhD,1,Sales,2,8547.58,37,53,0,76,9,57.16
19,42233.64,7,Bachelor,1,Engineering,1,3551.52,62,49,3,71,6,33.87
49,53267.04,11,High School,2,Marketing,4,5243.49,66,51,2,54,3,20.87
40,57133.83,14,PhD,5,Marketing,4,5939.5,75,29,1,50,17,21.99
39,23796.56,42,PhD,5,Sales,2,4961.1,18,50,2,6,7,47
68,41918.59,19,PhD,4,Engineering,3,5028.74,108,54,2,2,7,69.9
42,46175.8,40,Bachelor,4,Engineering,1,3239.46,116,34,4,90,9,72.54
39,53842.56,3,High School,5,Finance,5,6345.24,18,46,4,18,7,38.02
39,67899.67,8,Bachelor,3,Operations,5,5318.77,14,46,0,20,18,45.96
66,38423.89,29,PhD,5,Sales,1,5055.18,109,20,4,43,19,56.29
69,42530.57,37,PhD,3,Finance,2,1198.63,63,31,2,63,1,41.69
59,42311.99,43,Associate,4,Sales,3,6132.16,43,23,4,64,13,48.67
23,37977.09,9,Master,5,HR,3,6252.85,105,42,0,93,16,28.72
32,44792.2,19,Bachelor,3,Sales,5,-516.26,50,53,3,19,8,55.02
60,61562.03,12,High School,2,Finance,3,6279.45,22,42,1,76,6,62.27
54,34192.47,27,PhD,2,Engineering,5,4538.88,23,38,2,3,7,67.97
50,56417.22,37,Bachelor,5,Sales,4,1677.94,108,39,1,91,18,55.39
25,24471.47,48,Master,1,Engineering,2,3066.16,110,39,3,89,6,51.56
61,41579.93,25,Bachelor,5,HR,3,2527.14,111,48,2,62,19,46.87
61,45057.66,45,Master,4,Marketing,2,3301.2,41,32,1,66,17,55.4
22,75122.9,38,Bachelor,4,Marketing,4,6073.49,115,47,3,37,12,56.16
56,45877.97,48,Associate,2,Finance,1,6175.78,7,43,2,38,9,68.13
21,16981.35,17,Bachelor,3,Sales,1,6156.12,59,41,3,70,9,37.61
23,20016.67,44,Associate,2,HR,1,4486.43,11,41,2,4,7,37.46
62,50510.44,33,Master,3,HR,5,10256.67,75,59,2,81,19,79.06
49,59206.56,39,PhD,5,Engineering,5,88.37,56,30,3,1,12,52.43
69,55631.84,14,PhD,1,Operations,1,2984.86,58,27,0,76,9,41.21
47,52513.55,28,Bachelor,4,Finance,4,5506.31,42,51,1,76,1,58.59
64,67433.89,18,High School,5,HR,5,3659.9,67,43,0,46,10,40.13
52,41906.13,33,Bachelor,2,Sales,1,4448.95,68,31,4,96,18,37.87
57,63423.66,42,Associate,5,HR,2,5087.96,10,59,1,32,16,59.23
69,25519.78,15,Associate,1,Marketing,1,4409.18,78,40,2,46,14,34.51
33,36425.78,11,Master,3,Finance,1,2241.42,56,22,1,79,11,26.37
30,22894.38,36,Bachelor,1,Engineering,2,6655.28,48,58,1,7,7,30.35
67,45877.32,15,Master,2,Sales,5,6668.45,40,37,4,54,9,38.42
59,49306.08,48,High School,1,Marketing,2,8155.24,41,25,0,47,3,32.32
47,51711.52,30,PhD,4,HR,5,1232.16,68,55,2,11,3,49.82
36,50928.25,15,PhD,1,Finance,4,6538.9,52,34,1,60,9,30.46
34,36086.7,49,Bachelor,5,Finance,5,3273.5,31,34,0,63,11,61.32
36,47146.39,23,Master,3,Sales,3,4754.93,113,57,4,43,11,48.97
45,27538.3,43,Master,4,Engineering,5,3696.31,69,43,0,34,16,45.63
43,70448.43,48,High School,4,Marketing,3,3084.85,5,26,4,31,3,44.33
54,45445.61,15,Master,4,Operations,5,6243.46,52,28,1,65,17,50.42
43,42666.71,29,Associate,2,Engineering,2,8359.34,89,30,2,62,7,29.1
40,73834.1,11,Associate,2,Sales,5,8945.6,41,35,0,43,6,53.48
26,31366.3,45,Associate,5,Sales,1,7071.37,96,26,4,70,7,46.1
29,33116.19,18,Bachelor,3,Marketing,5,2770.08,53,44,2,48,17,23.24
18,33556.7,40,Associate,1,Finance,2,4740.16,59,33,1,62,8,28.64
18,48981.93,31,Associate,5,Finance,2,4891.17,43,20,0,40,3,38.42
64,56474.47,9,PhD,2,Marketing,5,6065.37,40,39,3,70,16,47.58
51,61095.13,22,Bachelor,5,Engineering,5,6469.62,70,47,2,34,5,50.7
49,88579.93,11,Associate,3,Marketing,5,4072.48,70,57,0,78,3,44.96
65,16258.51,17,High School,5,Operations,4,7501.96,72,53,4,57,14,49.26
42,59131.03,33,Associate,4,Finance,3,9706.72,6,28,3,69,17,33.51
57,41643.04,11,Bachelor,1,Engineering,5,5716.39,69,39,2,5,16,42.59
62,41203.77,39,Master,2,HR,5,3868.69,117,57,3,11,7,77.88
18,40703.42,8,PhD,2,Engineering,3,7149.1,108,50,2,97,18,30
33,36368.45,4,PhD,3,Finance,1,7225.94,22,40,1,3,11,31.62
56,75267.87,36,Bachelor,3,Sales,4,6391.02,45,41,4,33,9,62.36
22,62634.46,19,Associate,3,Engineering,4,4993.01,102,32,4,34,7,24.49
39,50347.94,24,High School,2,Engineering,1,7810.99,95,44,1,70,1,45.92
46,70265.24,41,Associate,4,Sales,3,3076.55,104,41,2,74,3,59.7
20,27312.07,49,Associate,1,Finance,3,4870.45,43,57,2,96,5,46.36
29,30039.42,18,High School,3,HR,2,8808.39,30,39,4,71,15,21.01
43,17330.48,33,PhD,2,HR,3,4957.1,79,51,0,6,3,48.44
33,39508.78,46,Associate,4,Marketing,4,5054.66,108,35,2,86,19,56.45
68,52425.48,36,Master,3,HR,2,5439.05,7,39,1,66,3,40.31
54,51542.88,10,Master,3,HR,5,3180.37,53,41,4,8,13,41.02
39,52240.13,14,Bachelor,1,Engineering,5,2712.32,32,57,1,28,12,40.14
46,28834.15,7,Bachelor,1,Marketing,5,3928.93,104,56,1,50,9,37.96
31,62047.32,12,High School,5,HR,2,4631.82,20,34,2,6,8,33.02
45,53594.41,22,High School,3,Engineering,4,7349.71,103,31,1,17,5,20.64
22,60995.81,27,Bachelor,5,Marketing,3,5525.08,26,28,4,83,4,44.51
64,21608.57,48,Associate,2,Engineering,2,8036.22,84,56,0,94,4,57.29
66,54672.36,37,PhD,1,Sales,4,6073.64,101,34,4,19,2,56.23
47,32183.52,11,Master,4,Finance,3,6730.99,81,41,3,62,0,44.23
63,44040.15,36,High School,3,Finance,1,6264.42,53,31,4,22,17,64.61
69,58015.47,13,Bachelor,3,Finance,4,8178,32,46,3,85,15,46.16
22,51366.4,32,Master,5,HR,1,5118.47,112,38,2,57,6,24.58
29,37226.9,8,High School,1,Finance,5,5185.79,20,44,3,46,10,14.69
33,50094.1,7,High School,5,Finance,5,2875.7,68,29,0,21,15,38.85
43,27026.97,43,Associate,3,Marketing,4,6785.57,64,54,2,53,19,51.21
43,67254.01,43,High School,1,Marketing,1,4020.26,70,31,0,43,10,43.32
65,46920.74,17,PhD,3,Operations,2,6457.2,30,27,3,40,9,28.61
38,66778.25,22,High School,1,Marketing,3,5384.82,46,30,2,78,18,30.85
56,42102.02,46,PhD,3,HR,5,2703,96,58,3,12,12,81.54
53,42146.36,34,Associate,4,Operations,5,5193.49,7,38,1,10,3,49.43
50,38537.2,20,PhD,5,Operations,5,4143.82,112,42,0,83,7,35.22
47,63142.61,8,Master,1,Finance,5,2141.75,25,43,1,26,6,46.39
54,39358.53,22,High School,5,HR,4,5671.09,36,34,0,89,0,16.97
40,59668.93,27,Bachelor,1,HR,4,8426.54,74,39,0,46,16,41.5
27,44263.21,34,Bachelor,1,HR,1,3050.01,73,44,2,17,19,39.64
22,20360.55,21,PhD,1,HR,2,-355.3,28,33,1,91,12,28.25
53,41445.29,15,Associate,3,HR,1,9077.56,69,29,3,1,12,21.43
51,32313.38,5,PhD,2,HR,2,1782.46,27,48,2,11,8,36.43
69,50508.54,38,PhD,3,Operations,4,8533.31,84,31,0,3,14,49.2
48,32143.88,17,PhD,2,Finance,5,7640.99,12,52,3,73,14,35.04
27,63889.63,8,Master,3,Marketing,1,5166.57,49,42,0,40,1,25.87
36,48633.86,19,Master,2,Operations,2,3716.43,93,33,0,15,14,14.92
49,47336.06,5,PhD,1,Engineering,3,7284.69,114,42,3,32,3,56.46
18,59838.38,23,Associate,1,Engineering,2,5325.46,15,56,4,43,12,5.43
22,64458.6,19,High School,2,Engineering,1,8685.02,61,41,3,58,19,31.52
62,49698.52,14,Bachelor,2,Sales,4,6079.11,16,48,2,65,2,43.84
21,38432,10,Master,5,Marketing,5,8546.03,113,55,3,86,8,29.01
33,23390.46,31,High School,1,Finance,3,6611.34,76,21,2,77,19,31.71
41,39709.25,13,Master,3,HR,1,7649.76,14,39,1,27,8,41.75
33,40741.82,22,Master,5,Engineering,4,5729.11,67,24,3,96,3,19.32
19,51605.86,37,Master,2,Marketing,2,4887.62,39,46,1,47,17,25.65
66,44822.8,39,PhD,3,Finance,4,4164.56,42,22,3,87,7,43.87
45,60318.99,10,PhD,4,Engineering,4,3178.13,25,37,2,27,1,7.4
49,40805.25,31,Master,4,Marketing,5,4774.22,55,32,1,26,16,35.44
44,49144.38,43,Master,4,Operations,1,2996.28,22,41,4,12,19,46.89
37,67759.81,35,Bachelor,3,Finance,4,4183.5,22,32,3,57,3,43.22
41,55127.38,13,High School,2,Operations,2,5466.77,30,31,2,1,6,44.61
29,49099.44,30,High School,3,Marketing,2,6057.97,24,51,2,92,5,47.78
67,40970.83,34,Associate,5,HR,5,7740.86,29,55,0,16,1,63.73
52,40501.53,36,Associate,5,Marketing,4,5508.06,99,26,2,17,19,37.94
50,37240.8,35,Associate,4,Marketing,2,5970.19,86,25,2,59,2,37.39
50,41884.9,47,PhD,2,Sales,2,4579.24,84,59,3,13,5,57.13
68,61334.99,4,PhD,5,HR,5,5015.23,49,56,1,89,6,45.02
60,46671.68,4,Bachelor,1,Operations,4,5153.64,62,25,3,67,5,26.07
54,29753.4,47,PhD,1,Marketing,5,9205.34,111,44,3,5,13,61.22
29,76522.54,6,Associate,4,HR,4,5846.58,22,46,4,15,19,37.29
20,54799.48,28,Master,4,Marketing,2,2617.62,52,24,4,84,11,43.59
18,28895.85,30,Associate,4,HR,1,5465.46,18,38,3,42,19,39.36
50,43372.27,27,Bachelor,5,Finance,2,3305.41,11,28,4,46,2,44.23
57,51663.3,5,Master,2,Engineering,1,3699.32,42,59,0,71,8,55.58
27,75568.88,44,PhD,4,Sales,4,5103.63,117,20,2,6,12,46.61
60,33378.31,39,Master,3,Engineering,4,5890.26,68,28,3,77,18,46.11
61,64640.61,35,Bachelor,4,Marketing,3,5765.73,33,58,1,46,4,49.67
46,70992.3,39,PhD,5,Marketing,4,3655.74,91,29,4,70,13,41.61
30,40570.19,44,High School,2,Finance,4,1930.37,115,33,0,74,14,36.42
29,45837.3,15,Associate,4,Marketing,3,4741.21,110,59,4,42,14,41.98
48,34455.36,19,Associate,1,Operations,1,4870.65,117,44,0,83,2,46.79
63,46948.08,30,Bachelor,4,HR,4,4823.09,102,38,0,88,10,46.14
19,49451.15,38,Bachelor,4,Operations,5,5426.34,59,36,0,95,4,36.54
68,59894.75,32,Associate,2,Engineering,4,4147.65,85,37,3,82,7,25.29
67,66352.75,40,Master,3,Marketing,4,6828.07,49,59,2,62,17,59
52,38778.56,29,High School,4,Finance,2,6343.83,86,28,3,50,14,73.57
40,20490.12,6,High School,4,Sales,4,6645.62,23,20,2,84,12,35.12
34,49681.33,26,Bachelor,5,Operations,4,7933.99,6,25,1,73,11,47.81
43,54403.06,27,Bachelor,2,Engineering,5,5949.84,97,57,4,2,0,54.76
25,53741.27,35,Master,5,Finance,3,5107.33,70,57,3,45,14,58.47
46,45099.9,28,Bachelor,4,Finance,3,4799.67,86,58,4,94,6,48.66
43,51871.28,5,High School,4,Engineering,3,6406.45,107,36,4,37,7,22.57
27,72731.67,41,Associate,1,Finance,2,5153.83,110,28,1,0,6,55.07
43,55726.01,48,High School,5,Sales,4,1339,104,30,4,84,16,39.08
51,44399.47,16,Master,2,Sales,1,3811.1,40,37,2,88,4,43.8
68,42497.03,41,Associate,4,Marketing,1,7954.06,60,56,3,13,13,82.12
58,47452.21,18,Associate,1,HR,5,1283.05,25,26,1,37,16,46.87
24,74551.1,13,High School,1,Marketing,2,5687.48,101,54,2,35,9,33.03
21,47250.49,43,Associate,3,HR,2,6095.88,67,26,2,63,10,51.78
67,49703.08,25,Associate,2,Engineering,4,4826.75,6,58,1,93,17,58.57
62,42765.3,10,Bachelor,1,Finance,1,3652.67,78,30,1,84,17,34.76
28,66484.75,29,Associate,2,Marketing,2,2879.77,19,29,4,36,7,42.51
46,79397.56,10,Master,4,Finance,5,5379.28,66,53,0,85,0,32.39
53,56759.2,6,Associate,3,Marketing,1,4378.89,16,43,2,59,8,22.5
42,51241.59,16,Bachelor,2,Marketing,2,8085.43,7,31,2,30,9,31.36
38,50551.74,25,PhD,3,Sales,4,5956.68,8,28,0,45,15,29.67
53,14235.4,44,PhD,2,HR,4,4210.48,13,41,2,2,9,40.64
27,61177.26,4,Master,2,Engineering,4,5595.1,50,57,3,51,12,34.01
54,52012.5,37,Master,5,Finance,4,3646.49,46,51,4,81,17,51.09
26,56425.13,34,Associate,3,Marketing,1,4632.24,78,27,4,95,2,26.87
41,39328.07,19,Associate,2,Finance,1,1439.29,35,40,3,11,16,38.24
52,44233.15,33,PhD,5,Sales,2,4283.25,41,35,0,19,14,38.12
66,43834.63,4,PhD,5,Engineering,5,6089.92,15,52,1,22,2,55.71
52,65324.34,44,High School,3,HR,3,4662.99,65,44,2,28,9,73.7
65,44318.6,34,PhD,4,HR,3,6785.53,31,58,2,15,12,68.02
53,81239.9,12,PhD,3,Marketing,4,7531.89,50,25,1,99,1,28.72
35,56462.94,31,Master,2,Engineering,2,6435.69,74,23,1,31,2,40.1
66,30864.76,16,High School,4,HR,3,8981,111,42,0,55,17,38.81
56,48071.81,2,High School,3,Engineering,3,7070.37,98,28,2,0,10,36.36
49,40224.87,49,Associate,3,Finance,3,5070.32,47,55,1,40,16,69.22
41,17084.26,2,Associate,3,Sales,3,4594,103,30,2,90,10,33.97
40,73992.06,36,High School,3,Engineering,3,4184.09,49,54,3,81,16,48.61
49,60547.14,6,High School,4,Engineering,2,3581.95,22,31,1,67,14,38.07
54,57998.11,23,Associate,2,HR,3,5663.19,54,54,0,28,9,54.82
29,52481.05,39,Master,5,Operations,3,4269.67,10,26,0,71,3,42.64
66,29269.74,47,Master,3,Marketing,2,2317.3,17,48,2,87,1,64.4
30,42745.74,44,Master,5,Marketing,1,6596.08,106,40,2,9,13,37.68
40,62626.71,37,Master,5,Operations,1,3837.08,16,22,0,91,4,44.86
42,34231.7,46,Associate,5,Operations,1,1984.92,11,43,2,66,8,51.2
52,12023.46,16,Bachelor,3,Operations,3,7233.01,18,49,0,51,0,31.27
58,46593.41,43,PhD,3,Finance,2,7304.95,77,46,4,66,11,51.33
47,47873.64,44,PhD,3,HR,1,2713.58,103,48,0,22,6,60.71
34,52033.45,19,PhD,3,HR,4,3927.43,51,49,4,26,11,35.58
66,60927.78,49,PhD,1,Sales,4,3390.41,11,55,3,41,19,61.27
37,59564.09,24,Associate,2,Marketing,2,3714.75,43,42,3,23,9,19.71
65,53881.55,27,Bachelor,1,HR,3,846.61,60,56,3,62,19,66.81
42,67932.97,7,Associate,4,Operations,1,4163.01,89,45,1,7,2,24.07
39,27215.45,30,Bachelor,1,Finance,3,4244.32,23,55,0,7,7,49.8
30,57568.73,41,Associate,1,Sales,1,8159.57,31,47,4,46,6,44.01
36,59398.08,14,High School,1,Marketing,5,5281.01,65,56,4,16,1,43.15
66,31406.57,44,Bachelor,2,Marketing,5,3919.13,70,23,4,32,17,54.18
53,27456.94,15,PhD,5,Marketing,3,5442.65,56,48,0,9,9,42.05
29,38810.87,12,Bachelor,4,Sales,4,2300.22,60,33,3,10,15,31.79
58,40076.88,29,Master,4,Finance,3,5152.87,18,56,1,89,7,55.69
36,61301.29,23,Bachelor,2,Finance,1,3674.52,105,52,0,50,10,30.07
29,40781.92,13,Master,1,HR,3,5254.26,37,50,1,96,13,47.87
26,37154.77,9,Master,5,HR,3,5922.71,112,33,1,71,13,42.1
24,40825.49,24,High School,3,Marketing,1,3895.93,16,44,1,28,8,28.7
45,66779.49,39,Bachelor,2,Operations,4,5544.16,119,28,0,77,10,29.42
31,50195.65,30,High School,5,Engineering,5,3617.2,89,44,3,83,6,55.53
48,47311.23,1,PhD,2,HR,1,2888.55,98,44,3,33,4,22.68
69,48349.92,10,Bachelor,2,Finance,3,6831.35,90,49,2,10,7,58.94
36,69380.91,38,Associate,3,Marketing,2,7056.19,70,39,4,7,8,57.85
64,38762.42,47,Associate,5,Finance,3,5413.54,97,42,4,0,2,59.12
33,69732.62,15,Associate,1,Marketing,3,6562.04,28,20,3,26,0,24.04
22,53157.44,9,Master,5,Sales,2,1908.15,100,34,4,78,18,16.17
52,47593.71,13,Associate,5,HR,3,6643.38,49,40,3,48,14,39.96
29,87513.51,23,PhD,1,Operations,2,7853.49,80,49,1,19,15,45.41
42,34165.41,33,Bachelor,3,Sales,3,6207.6,59,30,2,93,8,45.62
69,44694.71,9,Bachelor,5,HR,4,4744.68,75,45,4,46,8,50.62
38,31513.53,3,Master,1,Operations,5,2332.08,57,49,1,21,10,43.7
53,64286.93,30,Master,2,Operations,4,6087.05,70,28,4,76,2,42.43
40,75337.83,9,Master,2,Operations,1,6111.96,108,24,2,86,11,55.11
33,75048.84,25,PhD,1,Finance,1,7183.77,23,53,0,21,11,48.79
56,68359.23,47,Bachelor,2,Finance,3,4352.61,55,52,2,66,1,65.78
62,47035.69,24,High School,5,Engineering,1,3860.55,86,53,1,78,17,56.81
59,44521.39,32,Master,1,Finance,1,3478.48,102,20,2,76,18,46.35
56,24932.45,7,Associate,5,Marketing,3,3149.72,70,34,1,78,3,39.09
31,80538.1,36,High School,4,Engineering,3,5984.67,49,50,2,55,1,58.66
48,57034.67,25,High School,3,Marketing,5,4929.76,106,31,4,21,8,14.94
22,42620.65,20,Master,3,Engineering,2,5934.81,44,26,2,75,2,25.56
52,69920.85,17,Associate,3,Marketing,3,5306.21,87,52,2,43,1,29.23
40,35408.53,36,Master,1,Engineering,5,4170.86,10,51,3,80,16,64.64
46,56099.33,26,Master,4,HR,4,3252.71,55,24,2,60,14,23.51
60,47410.56,19,Associate,3,Operations,1,7648.92,45,57,4,95,7,43.2
28,59580.16,37,High School,5,HR,2,5449.96,51,24,1,44,18,30.94
35,49046.4,48,High School,3,Engineering,4,7369.33,21,36,0,40,6,37.48
64,28236.08,3,Associate,4,Sales,3,5949.57,27,26,0,49,9,29.06
29,51133.65,43,High School,5,Engineering,4,4269.11,44,44,0,73,16,27.93
26,65732.96,28,PhD,5,Sales,5,4174.78,77,44,0,42,8,56.16
27,49561.75,22,Master,1,Operations,3,3397.43,41,22,1,17,18,32.72
61,61626.73,47,PhD,1,Marketing,3,7541.6,106,55,1,40,5,56.88
34,34317.06,19,PhD,2,Engineering,2,7805.54,89,47,0,82,0,45.13
55,49606.09,46,PhD,4,Sales,5,4385.29,62,42,2,90,13,60.84
24,40632.34,16,Bachelor,5,Operations,1,6323.39,25,27,2,7,4,17.88
63,61204.71,6,Bachelor,4,Engineering,4,4295.37,31,50,3,17,9,50.07
30,50472.37,37,PhD,3,HR,2,2028.91,15,40,1,93,11,42.47
57,60351.11,31,Master,3,HR,2,3859.96,43,54,3,58,19,66.54
59,66315.66,49,PhD,2,Engineering,3,6456.71,98,48,4,24,19,57.45
26,60374.28,48,PhD,5,Engineering,4,7025.09,67,22,1,50,10,28.59
67,54096.78,34,Bachelor,5,Finance,2,4993.95,32,44,0,0,18,65.76
44,35026.82,31,PhD,2,Operations,3,3633.49,88,21,0,81,18,35.7
